id|nct_id|name|downcase_name
293451058|NCT07063797|Osteoporosis|osteoporosis
293451059|NCT07063797|Fractures|fractures
293451070|NCT07064473|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293451071|NCT07064473|Hypertension|hypertension
293451072|NCT07064473|Cardiovascular Diseases|cardiovascular diseases
293646626|NCT01149005|Cystic Fibrosis|cystic fibrosis
293341887|NCT00352157|Skin Aging|skin aging
293341888|NCT00352157|Weight Loss|weight loss
293341908|NCT01572649|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293341915|NCT01840189|Addison Disease|addison disease
293341916|NCT01840189|Type 1 Diabetes|type 1 diabetes
293646627|NCT01149005|Impaired Glucose Tolerance|impaired glucose tolerance
293646628|NCT01149005|Pulmonary Exacerbation|pulmonary exacerbation
293646657|NCT00700622|Diabetes, Type 1|diabetes, type 1
293646659|NCT02890745|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293646679|NCT02378077|Obesity|obesity
293646680|NCT02378077|Insulin Resistance|insulin resistance
293646718|NCT01865318|Diabetes|diabetes
293646719|NCT01865318|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293341951|NCT04160078|Diabetes|diabetes
293341952|NCT04160078|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293341970|NCT02501850|Diabetes Mellitus Type 2|diabetes mellitus type 2
293451124|NCT07104539|Muscle Mass|muscle mass
293451126|NCT06914895|Type 1 Diabetes|type 1 diabetes
293451127|NCT06914895|Obesity|obesity
293451128|NCT06914895|Overweight|overweight
293646725|NCT03938103|Obesity|obesity
293342002|NCT03753997|Type1diabetes|type1diabetes
293342003|NCT03753997|Psychology Functional Behavior|psychology functional behavior
293342006|NCT00739479|Metabolic Syndrome|metabolic syndrome
293342007|NCT00739479|Overweight|overweight
293342011|NCT03215485|Childhood Obesity Prevention|childhood obesity prevention
293342074|NCT00815451|Obesity|obesity
293342109|NCT00294723|Diabetes|diabetes
293342110|NCT00294723|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293342134|NCT01769378|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293342181|NCT01142297|Partially Edentulous Mandible|partially edentulous mandible
293342182|NCT01142297|Type 2 Diabetes|type 2 diabetes
293451252|NCT06948422|Hypertension|hypertension
293646755|NCT03590626|Non Alcoholic Fatty Liver Disease|non alcoholic fatty liver disease
293646756|NCT03590626|Type2 Diabetes Mellitus|type2 diabetes mellitus
293342280|NCT03845478|Overweight|overweight
293342281|NCT03845478|Obesity|obesity
293451268|NCT06334068|Diabetes|diabetes
293451269|NCT06334068|Uncontrolled Diabtetes|uncontrolled diabtetes
293451329|NCT07221214|HIV|hiv
293451330|NCT07221214|Alcohol|alcohol
293451331|NCT07221214|Smoking Cigarette|smoking cigarette
293451332|NCT07221214|Cardiovascular Disease Prevention|cardiovascular disease prevention
293451340|NCT07222332|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293342353|NCT06546436|Autoimmune Type 1 Diabetes Mellitus(T1DM)|autoimmune type 1 diabetes mellitus(t1dm)
293342369|NCT04968171|Diabetes Mellitus|diabetes mellitus
293881101|NCT00882674|Breast Cancer|breast cancer
293451353|NCT07232732|Healthy|healthy
293451354|NCT07232732|Obesity|obesity
293451355|NCT07232732|Overweight|overweight
293451356|NCT07247084|Obesity|obesity
293451359|NCT07242534|Infertility|infertility
293342378|NCT00545233|Hepatitis C, Chronic|hepatitis c, chronic
293451360|NCT07242534|Obesity|obesity
293881154|NCT03738540|Weight Loss|weight loss
293881155|NCT03738540|Weight, Body|weight, body
293881156|NCT03792685|Overweight and Obesity|overweight and obesity
293881157|NCT03792685|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293881158|NCT03792685|Metabolic Syndrome|metabolic syndrome
293881159|NCT03792685|Genetic Predisposition|genetic predisposition
293881160|NCT03792685|Diet Modification|diet modification
293342440|NCT02883829|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293342498|NCT00787670|Obesity|obesity
293342499|NCT00787670|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293881181|NCT07051564|Type 1 Diabetes (T1D)|type 1 diabetes (t1d)
293342517|NCT01512979|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293646805|NCT05342012|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293881201|NCT05031702|Postmenopausal Disorder|postmenopausal disorder
293646816|NCT01825148|Type 1 Diabetes|type 1 diabetes
293342596|NCT01812291|Major Depressive Disorder|major depressive disorder
293342597|NCT01812291|Minor Depressive Disorder|minor depressive disorder
293342598|NCT01812291|Sub-Threshold Depression|sub-threshold depression
293342599|NCT01812291|Diabetes Mellitus|diabetes mellitus
294054603|NCT06391853|Mild Cognitive Impairment|mild cognitive impairment
293646903|NCT04280016|Diabetic Foot Ulcer|diabetic foot ulcer
293646954|NCT01945996|Diabetes Mellitus|diabetes mellitus
293646965|NCT05066152|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293342625|NCT04862390|Pregnancy in Diabetic|pregnancy in diabetic
293342649|NCT02127047|Diabetes Mellitus Type 1|diabetes mellitus type 1
293342686|NCT03932084|Type 2 Diabetes and Cerebral Infarction|type 2 diabetes and cerebral infarction
293342705|NCT02314533|Microalbuminuria|microalbuminuria
293646995|NCT05934110|Overweight or Obesity|overweight or obesity
293451436|NCT00946517|Type 1 Diabetes|type 1 diabetes
293342748|NCT00116922|Impaired Glucose Tolerance|impaired glucose tolerance
293342749|NCT00116922|Diabetes|diabetes
293342779|NCT00357344|Weight Loss|weight loss
293342799|NCT03826381|Non-Alcoholic Fatty Liver Disease|non-alcoholic fatty liver disease
293342800|NCT03826381|Chronic Kidney Diseases|chronic kidney diseases
293342801|NCT03826381|Type2 Diabetes|type2 diabetes
293342854|NCT02477761|Diabetes|diabetes
293342857|NCT02973412|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293342858|NCT02973412|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293342864|NCT01381900|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293342881|NCT02193984|Diabetes Mellitus|diabetes mellitus
293342910|NCT01417897|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293342945|NCT02033265|Obesity|obesity
293342946|NCT02033265|Morbid Obesity|morbid obesity
293342965|NCT01727245|Obesity|obesity
293342966|NCT01727245|Non-obese Controls|non-obese controls
293342967|NCT04537676|Diabetic Foot|diabetic foot
293342968|NCT04537676|Quality of Life|quality of life
293342969|NCT04537676|Mental Health Wellness 1|mental health wellness 1
293342970|NCT04537676|Ulcer Foot|ulcer foot
293342971|NCT04537676|Diabetes Complications|diabetes complications
293342977|NCT02229240|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293451489|NCT03751007|Diabetes type1|diabetes type1
293881294|NCT04088552|Healthy Aging|healthy aging
293451492|NCT01306110|Diabetes|diabetes
293451526|NCT06501326|Non-alcoholic Fatty Liver Disease|non-alcoholic fatty liver disease
293451527|NCT06501326|Obesity|obesity
293647037|NCT00682903|Diabetes Complications|diabetes complications
293647071|NCT01525693|Type 2 Diabetes|type 2 diabetes
293647077|NCT01515579|Diabetes|diabetes
293647078|NCT01515579|Healthy|healthy
293881312|NCT01907958|Microalbuminuria|microalbuminuria
293881313|NCT01907958|Hypertension|hypertension
293881314|NCT01907958|Type 2 Diabetes|type 2 diabetes
293647116|NCT07102797|PCOS (Polycystic Ovary Syndrome)|pcos (polycystic ovary syndrome)
293647117|NCT07102797|Puberty|puberty
293647118|NCT07102797|Insulin Resistance|insulin resistance
293647119|NCT07102797|Physical Activity|physical activity
293647127|NCT06715189|Hepatic Fibrosis|hepatic fibrosis
293647138|NCT03436498|Type 1 Diabetes Mellitus|type 1 diabetes mellitus
293343090|NCT05727592|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293343104|NCT05941468|Diabetes Mellitus Type 2 With Periodontal Disease|diabetes mellitus type 2 with periodontal disease
293647159|NCT07055620|Mediterranean Diet|mediterranean diet
293647160|NCT07055620|Intermittent Fasting|intermittent fasting
293647161|NCT07055620|Diet|diet
293343162|NCT03392961|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293647174|NCT06660173|Type 2 Diabetes Mellitus (T2DM)|type 2 diabetes mellitus (t2dm)
293343196|NCT00412815|Coronary Artery Disease|coronary artery disease
293343197|NCT00412815|Glucose Intolerance|glucose intolerance
293343220|NCT04582448|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293881357|NCT02940470|Breast Cancer|breast cancer
293881358|NCT02940470|Obesity|obesity
293881359|NCT02940470|Overweight|overweight
293451562|NCT04736225|Type2 Diabetes|type2 diabetes
293451564|NCT01837134|Overweight|overweight
293451565|NCT01837134|Obesity|obesity
293451566|NCT01837134|Metabolic Syndrome|metabolic syndrome
293343234|NCT02874963|Periodontitis|periodontitis
293343235|NCT02874963|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293343243|NCT05358561|Grain-Like Products|grain-like products
293343244|NCT05358561|Postprandial Glucose|postprandial glucose
293343245|NCT05358561|Plasma Insulin|plasma insulin
293343246|NCT05358561|Subjective Saturation Response|subjective saturation response
293343247|NCT05358561|Healthy Individuals|healthy individuals
293343268|NCT04071626|Heart Failure, Diastolic|heart failure, diastolic
293343269|NCT04071626|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293451583|NCT00676260|Diabetes Mellitus|diabetes mellitus
293451587|NCT03394469|Obesity|obesity
293451601|NCT00699426|Type 2 Diabetes|type 2 diabetes
293451605|NCT00704132|Type 2 Diabetes Mellitus (T2DM)|type 2 diabetes mellitus (t2dm)
293451626|NCT02585778|Hypercholesterolaemia|hypercholesterolaemia
293451665|NCT01656057|To Assess the Impact of Bile Acids on Human Glukagon-like-peptide-1 Secretion|to assess the impact of bile acids on human glukagon-like-peptide-1 secretion
293451707|NCT00737152|Type II Diabetes Mellitus|type ii diabetes mellitus
293451734|NCT05147324|Type 1 Diabetes|type 1 diabetes
293647296|NCT07146308|Diabetes|diabetes
293647302|NCT07150975|Obesity/Overweight in Adult|obesity/overweight in adult
293647307|NCT07154238|Obesity|obesity
293647308|NCT07165223|Diabetes|diabetes
293647310|NCT07187648|HIV Infections|hiv infections
293647311|NCT07187648|Nutritional Intervention|nutritional intervention
293647312|NCT07187648|Blood Glucose|blood glucose
293647313|NCT07187648|Quality of Life|quality of life
293647314|NCT06777238|Type 2 Diabetes Mellitus (T2DM)|type 2 diabetes mellitus (t2dm)
293343343|NCT00951899|Type 2 Diabetes|type 2 diabetes
293343359|NCT01123980|Diabetes|diabetes
293343360|NCT01123980|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293881422|NCT00795600|Diabetes|diabetes
293647372|NCT02679937|Obesity|obesity
293647373|NCT02679937|Overweight|overweight
293647374|NCT02679937|Adiposity|adiposity
293881423|NCT00795600|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293647417|NCT02079116|Obesity|obesity
293647465|NCT01461499|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293647466|NCT01461499|Hypertension|hypertension
293343441|NCT04454957|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293343442|NCT04454957|PreDiabetes|prediabetes
293343539|NCT04174508|Diabetes|diabetes
293343540|NCT04174508|Pediatric Disorder|pediatric disorder
293343559|NCT02470039|Diabetes|diabetes
293343560|NCT02470039|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293343605|NCT02827903|Type 2 Diabetes|type 2 diabetes
293343606|NCT02827903|Dyslipidemia|dyslipidemia
293343706|NCT04243174|Type 2 Diabetes|type 2 diabetes
293343707|NCT04243174|Physical Exercise|physical exercise
293343752|NCT00735683|Obesity|obesity
293343840|NCT03627182|Type2 Diabetes|type2 diabetes
293343868|NCT02151461|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293343901|NCT05354245|Insulin Resistance|insulin resistance
293343902|NCT05354245|Impaired Glucose Tolerance|impaired glucose tolerance
293343903|NCT05354245|PreDiabetes|prediabetes
293343904|NCT05354245|Overweight and Obesity|overweight and obesity
293343937|NCT06286566|Dental Implant|dental implant
293343938|NCT06286566|Dental Implant-Abutment Design|dental implant-abutment design
293647492|NCT02783872|Obesity|obesity
293647493|NCT02783872|Binge-Eating Disorder|binge-eating disorder
293647554|NCT02013557|Diabetes, Gestational|diabetes, gestational
293647566|NCT01720589|Childhood Obesity|childhood obesity
293647578|NCT03387709|Overweight and Obesity|overweight and obesity
293647603|NCT05870462|Atherosclerosis|atherosclerosis
293647604|NCT05870462|Cardiovascular Diseases|cardiovascular diseases
293647605|NCT05870462|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293647606|NCT05870462|Obesity|obesity
293881498|NCT00575588|Type 2 Diabetes|type 2 diabetes
293881507|NCT03704818|Type1 Diabetes Mellitus|type1 diabetes mellitus
293344058|NCT02586545|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293344119|NCT01951183|Diabetes Mellitus Type 2|diabetes mellitus type 2
293344171|NCT01577095|Type 2 Diabetes Mellitus With Features of Insulin Resistance|type 2 diabetes mellitus with features of insulin resistance
293881509|NCT02752412|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293451989|NCT04339283|Healthy Human Volunteers|healthy human volunteers
293451999|NCT00901992|Type 2 Diabetes|type 2 diabetes
293452000|NCT03364868|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293647632|NCT03127696|Type2 Diabetes|type2 diabetes
293647633|NCT03127696|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293647634|NCT03127696|Obese|obese
293647635|NCT05576298|Type 2 Diabetes|type 2 diabetes
293344268|NCT04316052|Restless Legs Syndrome|restless legs syndrome
293344269|NCT04316052|Diabetes|diabetes
293647664|NCT01970241|Diabetes Mellitus|diabetes mellitus
293647668|NCT00117780|Diabetes|diabetes
293647669|NCT00117780|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293452042|NCT02454127|Obesity|obesity
293452043|NCT02454127|Cardiovascular Disease|cardiovascular disease
293452044|NCT02454127|Metabolic Syndrome|metabolic syndrome
293452048|NCT02777073|Type 1 Diabetes|type 1 diabetes
293452059|NCT04990427|Chronic Kidney Diseases|chronic kidney diseases
293452064|NCT06716424|Type 2 Diabetes|type 2 diabetes
293647749|NCT00295334|Type 2 Diabetes|type 2 diabetes
293647753|NCT04812782|Type 1 Diabetes|type 1 diabetes
293881535|NCT03901248|Type2 Diabetes Mellitus|type2 diabetes mellitus
293344323|NCT05992545|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293344324|NCT05992545|Depression|depression
293452131|NCT07094568|Obesity (Disorder)|obesity (disorder)
293344328|NCT06113523|Monogenic Obesity|monogenic obesity
293344329|NCT06113523|Non Syndromic Obesity|non syndromic obesity
293881560|NCT02079805|Essential Hypertension Complicated by Type 2 Diabetes Mellitus|essential hypertension complicated by type 2 diabetes mellitus
293344379|NCT05455242|Diabete Type 2|diabete type 2
293344384|NCT05849428|Type 1 Diabetes|type 1 diabetes
293344385|NCT05849428|Type 2 Diabetes|type 2 diabetes
293344389|NCT00322257|Diabetes|diabetes
293647767|NCT06365255|Diabetes Type 1|diabetes type 1
293881586|NCT00849342|Diabetes|diabetes
293881587|NCT00849342|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293881588|NCT00849342|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293881595|NCT04639414|Type 2 Diabetes|type 2 diabetes
293881596|NCT04639414|Non-alcoholic Steatohepatitis (NASH)|non-alcoholic steatohepatitis (nash)
293881597|NCT04639414|Non-alcoholic Fatty Liver Disease (NAFLD)|non-alcoholic fatty liver disease (nafld)
293344390|NCT00322257|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293344405|NCT01396941|Insulin Resistance|insulin resistance
293452225|NCT03575000|Schizophrenia|schizophrenia
293452226|NCT03575000|PreDiabetes|prediabetes
293344411|NCT00551564|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293881652|NCT06636305|Weight Loss|weight loss
293881653|NCT06636305|Postpartum|postpartum
293881654|NCT06636305|Physical Activity|physical activity
293881662|NCT04504045|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293452391|NCT00402077|Overweight|overweight
293452392|NCT00402077|Obesity|obesity
293452415|NCT02916667|GDM|gdm
293452433|NCT01238380|Diabetes|diabetes
293881682|NCT00061490|Osteoarthritis, Knee|osteoarthritis, knee
293344481|NCT02691897|Diabetes Mellitus|diabetes mellitus
293452465|NCT02075307|Metabolic Syndrome|metabolic syndrome
293452466|NCT02075307|Insulin Resistance|insulin resistance
293452467|NCT02075307|DNA Damage|dna damage
293452486|NCT06438900|Sarcopenia|sarcopenia
293452487|NCT06438900|Obesity|obesity
293881705|NCT03174340|Gestational Diabetes|gestational diabetes
293881714|NCT00024518|Insulin-Dependent Diabetes Mellitus|insulin-dependent diabetes mellitus
293881718|NCT01144338|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293881719|NCT05036187|Obesity|obesity
293344500|NCT00027092|HIV Infections|hiv infections
293452515|NCT03296878|Overweight|overweight
293452516|NCT03296878|Obesity|obesity
293344618|NCT04051632|Biomedical Technology|biomedical technology
293344619|NCT04051632|Type 1 Diabetes|type 1 diabetes
293344661|NCT02189395|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293344699|NCT00609895|Diabetes Mellitus|diabetes mellitus
293344719|NCT01620489|Diabetes|diabetes
293344720|NCT01620489|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293344721|NCT04949867|Type 1 Diabetes|type 1 diabetes
293344744|NCT04486183|Blood Glucose, Low|blood glucose, low
293344866|NCT02033876|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293344899|NCT01671735|Diabetes|diabetes
293344904|NCT00016835|Periodontal Disease|periodontal disease
293344905|NCT00016835|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293344921|NCT02015299|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293344930|NCT00512187|Chronic Plaque Psoriasis|chronic plaque psoriasis
293344931|NCT00512187|Obesity|obesity
293345004|NCT04181996|Cardiovascular Diseases|cardiovascular diseases
293345005|NCT04181996|Atherosclerosis|atherosclerosis
293345006|NCT04181996|Inflammation|inflammation
293345007|NCT04181996|Diabetes|diabetes
293345086|NCT05723497|Fuel Management|fuel management
293345120|NCT03781856|Childhood Obesity|childhood obesity
293345194|NCT01451905|Reduction of Psoriasis Following Liraglutide Therapy in Terms of PASI and DLQI|reduction of psoriasis following liraglutide therapy in terms of pasi and dlqi
293345205|NCT00410722|Type 2 Diabetes|type 2 diabetes
293345206|NCT00410722|Cardiovascular Disease|cardiovascular disease
293345207|NCT00410722|Diet Therapy|diet therapy
293345221|NCT01467063|Type I Diabetes Mellitus|type i diabetes mellitus
293881819|NCT03498534|Latent Tuberculosis|latent tuberculosis
293881820|NCT03498534|Diabetes Mellitus|diabetes mellitus
293345224|NCT02802514|Diabetes Mellitus|diabetes mellitus
293345238|NCT01045499|Morbid Obesity|morbid obesity
293345239|NCT01045499|Obstructive Sleep Apnea Syndrome|obstructive sleep apnea syndrome
293345240|NCT01045499|Metabolic Syndrome|metabolic syndrome
293345241|NCT01045499|Insulin Resistance|insulin resistance
293345242|NCT01045499|Nonalcoholic Fatty Liver Disease|nonalcoholic fatty liver disease
293345262|NCT04288050|Diabetic|diabetic
293345278|NCT04439851|Laparoscopic Sleeve Gastrectomy|laparoscopic sleeve gastrectomy
293345279|NCT04439851|Cardiovascular Risk Factor|cardiovascular risk factor
293345280|NCT04439851|Obesity|obesity
293345338|NCT01162499|Postprandial Hypoglycemia|postprandial hypoglycemia
293345347|NCT01590433|Obesity|obesity
293452787|NCT02244814|Gestational Diabetes Mellitus|gestational diabetes mellitus
293452805|NCT01707979|Diabetic Neuropathy|diabetic neuropathy
293452859|NCT03017703|Endothelial Dysfunction|endothelial dysfunction
293452860|NCT03017703|Insulin Resistance|insulin resistance
293345442|NCT02363010|Obesity|obesity
293345443|NCT02363010|Weight Loss|weight loss
293345444|NCT02363010|Overweight|overweight
293881857|NCT01180712|Type 2 Diabetes|type 2 diabetes
293345472|NCT00624767|Diabetes Mellitus|diabetes mellitus
293345506|NCT02585674|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293881869|NCT01652716|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293345539|NCT04259606|Arterial Stiffness|arterial stiffness
293345541|NCT02506647|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293345566|NCT01989065|Pediatric Obesity|pediatric obesity
293452921|NCT02607267|Postoperative Complications|postoperative complications
293452922|NCT02607267|Other Complications of Other Bariatric Procedure|other complications of other bariatric procedure
293345610|NCT06546644|Child Obesity|child obesity
293345611|NCT06546644|Child Behavior|child behavior
293345612|NCT06546644|Obesity, Childhood|obesity, childhood
293345655|NCT02776007|Type 1 Diabetes|type 1 diabetes
293345753|NCT01323348|Diabetes|diabetes
293345754|NCT01323348|Diabetic Retinopathy|diabetic retinopathy
293345756|NCT03558100|Obesity|obesity
293345757|NCT03558100|Bariatric Surgery Candidate|bariatric surgery candidate
293345758|NCT03558100|Gait, Unsteady|gait, unsteady
293345901|NCT04583839|Gestational Diabetes|gestational diabetes
293345902|NCT04583839|Preventive Care / Anticipatory Guidance|preventive care / anticipatory guidance
293345903|NCT04583839|Retention in Care|retention in care
293345904|NCT04583839|Postpartum Health|postpartum health
293345905|NCT04583839|Lifestyle Modification|lifestyle modification
293345920|NCT00505505|Subarachnoid Hemorrhage|subarachnoid hemorrhage
293345921|NCT00505505|Traumatic Brain Injury|traumatic brain injury
293345922|NCT00505505|Intracranial Hemorrhage|intracranial hemorrhage
293345962|NCT04878406|Healthy Volunteers Type 2 Diabetes|healthy volunteers type 2 diabetes
293346035|NCT03908021|Type1 Diabetes Mellitus|type1 diabetes mellitus
293346043|NCT03987438|Diabetes|diabetes
293346116|NCT02990832|Diabetic Foot Ulcer|diabetic foot ulcer
293346151|NCT03544320|Pre-Diabetes|pre-diabetes
293346158|NCT03215173|Cardiovascular Diseases|cardiovascular diseases
293346159|NCT03215173|Diabetes|diabetes
293346160|NCT03215173|Gestational Diabetes|gestational diabetes
293346161|NCT03215173|Preeclampsia|preeclampsia
293346162|NCT03215173|Gestational Hypertension|gestational hypertension
293346163|NCT03215173|Small for Gestational Age at Delivery|small for gestational age at delivery
293346164|NCT03215173|Preterm Birth|preterm birth
293346165|NCT03215173|Overweight and Obesity|overweight and obesity
293346173|NCT06476444|Obesity|obesity
293346174|NCT06476444|Healthy|healthy
293346219|NCT04577274|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293346223|NCT04272359|T2DM (Type 2 Diabetes Mellitus)|t2dm (type 2 diabetes mellitus)
293346224|NCT04272359|Diet, Healthy|diet, healthy
293346225|NCT04272359|Renal Function Disorder|renal function disorder
293346226|NCT04272359|Albuminuria|albuminuria
293346261|NCT01440530|Diabetes Mellitus Type 2|diabetes mellitus type 2
293346279|NCT05096325|Diabetes Mellitus, Type 1|diabetes mellitus, type 1
293346307|NCT00967642|Diabetes Mellitus|diabetes mellitus
293346308|NCT00967642|Percutaneous Coronary Intervention|percutaneous coronary intervention
293346343|NCT01814137|Diabetes|diabetes
293346344|NCT01814137|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293346407|NCT02232503|Diabetic Retinopathy|diabetic retinopathy
293346408|NCT02232503|Diabetic Macular Edema|diabetic macular edema
293346409|NCT02232503|Diabetes Mellitus|diabetes mellitus
293346412|NCT01409356|Compensated Cirrhosis|compensated cirrhosis
293346413|NCT01409356|Obesity|obesity
293346432|NCT02131896|Type 1 Diabetes|type 1 diabetes
293346496|NCT01945138|Chronic Pancreatitis|chronic pancreatitis
293346497|NCT01945138|Diabetes Mellitus|diabetes mellitus
293346609|NCT04052399|Insulin Resistance|insulin resistance
293346610|NCT04052399|Transcranial Direct Current Stimulation|transcranial direct current stimulation
293346666|NCT05585502|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293346765|NCT03787108|Non-Alcoholic Fatty Liver Disease|non-alcoholic fatty liver disease
293346786|NCT03940937|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293346787|NCT03940937|Walking|walking
293881903|NCT05204134|Type 1 Diabetes|type 1 diabetes
293346807|NCT03586830|Obesity and Diabetes Mellitus, Type 2|obesity and diabetes mellitus, type 2
293346820|NCT02761369|Obesity|obesity
293346851|NCT05756829|type1diabetes|type1diabetes
293346868|NCT07255209|Adolescents With Obesity or Overweight With Weight-Related Comorbidities|adolescents with obesity or overweight with weight-related comorbidities
293346914|NCT01132118|Rheumatoid Arthritis|rheumatoid arthritis
293346915|NCT01132118|Insulin Resistance|insulin resistance
293346924|NCT02717247|Overweight, Obesity and Other Hyperalimentation (E65-E68)|overweight, obesity and other hyperalimentation (e65-e68)
293346939|NCT01413204|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293347013|NCT03604419|Type 2 Diabetes Mellitus (T2DM)|type 2 diabetes mellitus (t2dm)
293347054|NCT04289636|Obesity|obesity
293347055|NCT04289636|Weight Loss|weight loss
293347089|NCT05942703|Obesity|obesity
293347150|NCT02963753|Hyperemesis; Gravidarum, With Dehydration|hyperemesis; gravidarum, with dehydration
293347151|NCT02963753|Gestational Diabetes|gestational diabetes
293347218|NCT06302231|Time Restricted Eating|time restricted eating
293347219|NCT06302231|Obesity|obesity
293347220|NCT06302231|Intermittent Fasting|intermittent fasting
293347221|NCT06302231|Overweight and Obesity|overweight and obesity
293347222|NCT06302231|Time Restricted Feeding|time restricted feeding
293881938|NCT01510847|Assess the Effects of a the 90-day Oral TS Study Regimen on PSA, IPSS, Haemoglobin and Haematocrit, and to Assess Adverse and Serious Adverse Events.|assess the effects of a the 90-day oral ts study regimen on psa, ipss, haemoglobin and haematocrit, and to assess adverse and serious adverse events.
293347279|NCT01695109|Healthy Human Male Subjects|healthy human male subjects
294054672|NCT05794009|Exercise Therapy|exercise therapy
293453001|NCT05393843|Gestational Diabetes|gestational diabetes
293453002|NCT05393843|Oxidative Stress|oxidative stress
293453011|NCT05641090|Elderly With Type 2 Diabetes|elderly with type 2 diabetes
293347351|NCT00147264|Metabolic Syndrome X|metabolic syndrome x
293347398|NCT03077997|Diabetes|diabetes
293347406|NCT02631928|Diabetes Mellitus|diabetes mellitus
293347423|NCT02227849|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293347479|NCT05881200|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293347557|NCT05766215|Nurse's Role|nurse's role
293347558|NCT04881890|PreDiabetes|prediabetes
293347641|NCT04989062|Non-Alcoholic Fatty Liver Disease|non-alcoholic fatty liver disease
293347642|NCT04989062|Body Composition|body composition
293347643|NCT04989062|Electric Impedance|electric impedance
293347657|NCT03423589|Type1diabetes|type1diabetes
293347658|NCT03423589|Type1 Diabetes Mellitus|type1 diabetes mellitus
293347688|NCT05000021|Type 1 Diabetes|type 1 diabetes
293347738|NCT02220920|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293347739|NCT02036372|Diabetes Mellitus Type II|diabetes mellitus type ii
293347755|NCT02997319|Shift Work Type Circadian Rhythm Sleep Disorder|shift work type circadian rhythm sleep disorder
293347756|NCT02997319|Diabetes Mellitus, Type 2|diabetes mellitus, type 2
293347757|NCT02997319|Circadian Rhythm Sleep Disorder, Shift Work Type|circadian rhythm sleep disorder, shift work type
293347758|NCT02997319|Insulin Resistance|insulin resistance
293347839|NCT04081337|Obesity|obesity
293347875|NCT01387737|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293347881|NCT05482789|Gestational Diabetes|gestational diabetes
293347887|NCT00707954|Type 2 Diabetes Mellitus|type 2 diabetes mellitus
293347905|NCT04809688|Nutritional and Metabolic Diseases|nutritional and metabolic diseases
